sector_code,sector_name,multiplier_production_in_region,multiplier_production_out_region,multiplier_value_added_in_region,multiplier_value_added_out_region,multiplier_employment_in_region,multiplier_employment_out_region,unit_production,unit_value_added,unit_employment,region,table_year,classification
01,작물,1.1110605259383206,0.3051789044133133,0.773734888648359,0.13023181802051276,50.14520465865578,1.913815339357484,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
02,축산물,1.3358518605101557,1.1141101813586423,0.3881897535717752,0.41094612854887913,7.420115567751673,7.0988408136677075,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
03,임산물,1.172399020625489,0.479679170165735,0.707664306425316,0.21899365907016388,3.8575788647992177,2.5568398912555934,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
04,수산물,1.2969439450102975,0.5556821499269344,0.487434111534655,0.23117886957496514,6.519270341378851,2.721750959084847,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
05,농림어업 서비스,1.143396303428247,0.468845865052971,0.6418638609034678,0.2017137860513767,11.798930982679263,2.4731888754474785,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
06,"석탄, 원유 및 천연가스",1.1680961079183518,1.0718537456227644,0.44769712186078725,0.4411979243168833,2.6162044690763993,4.900873862455141,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
07,금속 및 비금속 광물,1.5009313459919666,1.1746143208870663,0.30314073384964096,0.4824653886800791,5.25855688531076,6.150309335874882,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
08,식료품,1.2281136474891639,0.7160152193788831,0.31032666839055123,0.2839050346843057,4.34780833734552,4.592868586639104,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
09,음료품,1.1773891125536604,0.6468784608023206,0.4694502405369166,0.26405727383543537,2.3206862991046875,3.6741229016639747,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
10,담배,1.0,0.0,0.0,0.0,0.0,0.0,원/원,원/원,명/10억원,울산,2020,중분류(83부문)
