sector_code,sector_name,multiplier_production_in_region,multiplier_production_out_region,multiplier_value_added_in_region,multiplier_value_added_out_region,multiplier_employment_in_region,multiplier_employment_out_region,unit_production,unit_value_added,unit_employment,region,table_year,classification
01,작물,1.0453137078441812,0.5221842506426229,0.6808560272152737,0.2207608892686188,65.46233610367214,3.1005153563583576,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
02,축산물,1.074702759626183,1.5118660159838402,0.3096910391050472,0.524778026654042,8.723614805030804,8.907788214179982,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
03,임산물,1.0490689343960915,0.5420428717203776,0.7002134205055529,0.23394905118064357,3.206206320373784,3.020204573136889,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
04,수산물,1.120636469203998,1.501445428884356,0.1445514972115258,0.5769365605347991,0.7893529093511567,7.505123286512889,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
05,농림어업 서비스,1.0855812856968985,0.8065791371075686,0.5487872696475958,0.34997094308799137,25.981650723468135,4.230942641903898,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
06,"석탄, 원유 및 천연가스",1.0,0.0,0.0,0.0,0.0,0.0,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
07,금속 및 비금속 광물,1.2241313081535405,1.3874004828831297,0.24287162575604512,0.573347338149415,5.5152069097763325,6.9172284480114685,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
08,식료품,1.1893041072200432,1.1031504177620388,0.3105663715320665,0.44741063013679777,4.051733013332,8.047636044324708,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
09,음료품,1.2103107068441552,1.213039761330953,0.26567210010329917,0.4774492699302079,2.4485181530019084,6.733629771052415,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
10,담배,1.0,0.0,0.0,0.0,0.0,0.0,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
11,섬유 및 의복,1.064016683168553,1.0830060067047471,0.30279115939723816,0.39920351056041076,3.1942021936742973,4.6842370889891285,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
12,가죽제품 ,1.0891605601634433,0.9221160576509457,0.21207285066956047,0.35692537817680114,7.22064335882476,4.7389721253403065,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
13,목재 및 목제품 ,1.1109506679248204,0.9707650748492187,0.3224914379905326,0.3892200863861496,3.62116364141138,4.62974183819207,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
14,펄프 및 종이제품,1.1244162387109198,0.9648995412820163,0.374475344915784,0.37703284593141667,2.0673834222676706,4.338839936464161,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
15,인쇄 및 기록매체 복제,1.1777983544312849,1.038432869349736,0.43286222336641134,0.41261955046674126,5.378610391342548,4.9337283212413965,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
16,석탄 및 석유제품,1.0,0.0,0.0,0.0,0.0,0.0,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
17,기초화학물질,1.0726833266921658,0.5094406268644471,0.6034462186023607,0.199950950681397,1.3019008250010953,1.7863689708920725,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
18,합성수지 및 합성고무,1.0958706244955,0.702447504169224,0.31530952806895046,0.2437878922367071,1.7765735362396518,2.289509353435614,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
19,화학섬유,1.0,0.0,0.0,0.0,0.0,0.0,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
20,의약품,1.124047724131591,0.6486551099964801,0.4872759052661473,0.2866895143128776,2.1465293111164883,3.8162495532873733,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
21,비료 및 농약,1.1102578299296086,0.8019414412047243,0.3752796119250414,0.32790953870904466,4.042466402247891,3.67350826320144,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
22,기타 화학제품,1.108619313716503,0.7952914189942131,0.42451475887900236,0.3057914070493998,1.6701246622582302,3.494242547800832,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
23,플라스틱제품,1.1007889964206234,1.0130985767307745,0.34982311050392506,0.36560093791851617,2.7416588083736717,3.630904881223001,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
24,고무제품,1.140530914080052,1.253070270992079,0.16804530552168884,0.4943264539900293,2.278491287850491,5.193936782604238,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
25,유리 및 유리제품,1.0933723496509957,0.6663536769230334,0.5610292894453601,0.27708563897516914,2.0305035778724214,3.1331778423210617,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
26,기타 비금속광물제품,1.1745126325112507,1.2101311306414073,0.3122505804433502,0.4832742569999975,3.313031180732393,5.697660191112245,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
27,철강1차제품,1.1015615341826062,1.089362252133075,0.3261509318140686,0.3873083579639842,1.6648596195897407,4.11929700377345,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
28,비철금속괴 및 1차제품,1.066792207111139,0.7010603418062809,0.34084322546605245,0.23898169705151967,1.6242606348608704,2.6357659539973,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
29,금속 주물,1.1330115657443458,0.8147296298676101,0.5341990060450983,0.3090993841757933,3.738822904203868,3.5169948989341204,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
30,금속가공제품,1.1255930430409633,1.3902666286431737,0.21403709446838878,0.5105483272415346,2.488990849849156,5.498478203364991,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
31,반도체,1.0378921340421041,0.6832647067827919,0.27458554761801607,0.2998255329294542,1.1611583660899238,2.234282335183863,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
32,전자표시장치,1.072790540649917,0.9111151286100481,0.34911757067628374,0.38182524543024027,1.1463634875513062,2.90992505224013,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
33,기타 전자부품,1.2074276707085945,0.7211927990148226,0.49733907147305034,0.2869471954937155,4.671004940205879,2.946599170832381,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
34,컴퓨터 및 주변기기,1.0488527850021627,0.7652985997153874,0.23244158537038337,0.3229757105502634,1.8060693474323486,2.873905154426664,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
35,"통신, 방송 및 영상, 음향기기",1.072849249916689,0.7049511744912249,0.26133654342739365,0.2826286575301289,1.1106032980950484,2.856966601394987,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
36,정밀기기,1.0686844823535993,0.8866374240991477,0.4129666506085922,0.3578424922649331,2.5242129009473917,3.5726902606477067,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
37,전기장비,1.0998589238984338,0.9725079697018792,0.3312844050936162,0.35531663057665513,2.140982352621487,3.684264750090236,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
38,일반목적용 기계,1.082566609671051,1.040375227797261,0.3959540438141046,0.38505148187954585,3.4585287538358584,4.154285277222742,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
39,특수목적용 기계,1.0887118497439174,1.0868942925011646,0.35023940490555633,0.4185344393854558,3.6557522781722485,4.574476898630592,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
40,자동차,1.1428372020440398,1.335109969096992,0.3116857849593157,0.44869634432564914,2.7704825803042854,4.668308495816074,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
41,선박,1.082294830760139,1.0037533865492052,0.3820998935356013,0.4068146604083633,4.017445059632306,5.037050723395912,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
42,기타 운송장비,1.037334752166664,0.735600647878754,0.3616958328424755,0.2826114675982209,2.397293025670766,2.6934899080161308,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
43,기타 제조업제품,1.122572126012009,0.982584619841415,0.41463904083795927,0.3879001708632274,4.552473020709374,4.595277108058297,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
44,제조임가공 및 산업용 장비 수리,1.1177539085095496,0.8605470773984805,0.5212792389547081,0.35228008631480734,5.055958059858255,4.462318547794459,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
45,전력 및 신재생에너지,1.0511271525410777,0.2916096636641774,0.5075249503801046,0.09937657502147756,0.8611814683453977,0.8927746834746307,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
46,"가스, 증기 및 온수",1.093820154854767,0.24626812103101603,0.2383251046269578,0.10347969607996607,0.8096658211671693,1.1692823529479952,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
47,수도,1.055445286522063,0.7655185143103131,0.5562457758433382,0.2979561253509887,2.3753516473126473,2.900790382722869,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
48,폐수처리,1.1616278573099987,1.1788953893127672,0.3981066650511393,0.4514766606921126,3.5781396965329577,5.213518299244885,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
49,폐기물처리 및 자원재활용서비스,1.1891520632849075,0.9419589550298455,0.4691862314452761,0.4108514469271028,6.558378886863181,5.3593730988165404,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
50,건물건설 및 건축보수,1.0867761212942344,0.9926045030801076,0.46579518097037165,0.38453075568228623,5.527904782692311,4.312391635920151,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
51,토목건설,1.0847446656616038,0.9490875808533481,0.49993359966686207,0.3672786232139647,5.445713982719626,4.057085325727389,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
52,도소매 및 상품중개서비스,1.152301910957094,0.6074244109564519,0.6443045974006437,0.2691536253324698,12.597921293807318,3.570703033790643,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
53,육상운송서비스,1.069242264553294,0.924188777176129,0.4474195396380158,0.35224187652011113,14.017570880045094,4.028548145834,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
54,수상운송서비스,1.0,0.0,0.0,0.0,0.0,0.0,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
55,항공운송서비스,1.0,0.0,0.0,0.0,0.0,0.0,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
56,창고 및 운송보조서비스,1.1488658881566716,0.8980546869667783,0.4922333731374678,0.3800561378269898,8.195869090431938,4.90683055146844,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
57,우편 및 소화물전문운송서비스,1.09258522167578,0.786361868548509,0.5439523659000888,0.3260918571364003,18.022822653288483,4.373702482576949,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
58,음식점 및 숙박서비스,1.1721928941244815,1.1235389135402745,0.3969602240354642,0.43620538860237784,11.609171061928167,7.336405858422987,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
59,통신서비스,1.083301747843771,0.5938809981493061,0.6074539184515684,0.2673926005360874,4.6582490560318535,3.008484938016643,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
60,방송서비스,1.172768504559882,0.7925659517031951,0.48145344799430173,0.3516290396488286,10.530618904207053,4.351676457839048,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
61,정보서비스,1.1116894425021704,0.5452250097256066,0.5960529377797271,0.2555677801781021,5.507813858757259,2.882980361673771,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
62,소프트웨어 개발 공급 및 기타 IT서비스,1.0610959285439276,0.47909334274658244,0.6408079806101112,0.23979070515536838,11.012289788871321,2.629983385317459,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
63,신문 및 출판 서비스,1.1472802466691303,0.7958634451344917,0.447153674516485,0.3468241768672985,14.492304096224863,4.436495150730128,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
64,영상·오디오물 제작 배급,1.1503103651553515,1.0322660020049206,0.3830203193426662,0.46321030385783957,10.987457489789778,6.105934815429114,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
65,금융서비스,1.051128577055441,0.2919798590902569,0.8052696851885189,0.16040144801404566,3.699790189201235,1.6175429024153272,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
66,보험서비스,1.1516912525641256,0.8926422970197643,0.35444146712677843,0.5560833684680677,4.832059453560669,4.730353727243463,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
67,금융 및 보험 보조서비스,1.040034713300009,0.19676606793653506,0.8664485189028576,0.11282740822653181,4.789769485784686,1.0914973780258403,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
68,주거서비스,1.048127343299974,0.548536852825336,0.6531226979303922,0.31474940545241903,0.25751431213745907,2.350960129622573,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
69,기타 부동산서비스,1.0727479409388103,0.34713057431829863,0.7855600357047594,0.18152091733801579,4.6574893714411,2.2589004422799848,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
70,연구개발,1.0873490506405596,0.5986480906848783,0.637048743187181,0.257417696144691,7.157505734353633,2.845192388896864,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
71,사업관련 전문서비스,1.195490395256965,0.9681864538005678,0.4240709374272245,0.4362649808459103,5.8168602399243845,5.1768847043174535,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
72,과학기술 및 기타 전문서비스,1.0867674072570326,0.3700502277998434,0.7688226193118204,0.16455768583994157,8.961414569041592,2.072876972453397,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
73,장비·용품 및 지식재산권 임대,1.1214046507452808,0.7704776283517041,0.5342093297694481,0.3358798633511374,4.455841366165967,4.170492874716936,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
74,사업지원서비스,1.0838717142141991,0.4268498763533619,0.7553336603557455,0.17925533086936574,13.921953883982981,2.3332059151274134,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
75,"공공행정, 국방 및 사회보장",1.0921632642993198,0.6988652699960463,0.5681139603067432,0.3071457806460415,8.612914829527947,3.9252441595323635,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
76,교육서비스,1.047346276204235,0.23745928783715398,0.8633350964412155,0.10197885781626381,12.746252412077672,1.3660952142204899,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
77,의료 및 보건,1.1451746987764289,0.699638654229459,0.5201852600598437,0.31259083984800806,6.957149168286966,3.899521688814376,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
78,사회복지서비스,1.084518369356948,0.5973386676956081,0.6650504879497074,0.2423866572131712,18.538508409055805,3.4815389416699247,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
79,문화 및 여행 관련 서비스,1.11447651106316,0.7268779063230149,0.5832046297051253,0.31763774331603845,14.15151041659906,4.445400465914307,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
80,스포츠 및 오락서비스,1.1161935861256065,0.7381377253598196,0.5954985683217129,0.30873168989607813,14.929645444919473,4.609984049871628,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
81,사회단체,1.2184934679411905,0.9311501211274325,0.4923142958460911,0.3783444365727493,22.045721167237375,5.473697008229781,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
82,자동차·소비용품 수리 및 개인서비스,1.118127333655347,0.9256100448126061,0.4916017350050721,0.3508303806019387,19.061981732924096,3.838120865826312,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
83,기타,1.6514438492727859,1.2345822131897441,0.325623129753548,0.5208436845052072,4.929061192317371,4.997271061330101,원/원,원/원,명/10억원,세종,2020,중분류(83부문)
